StartTime,EndTime,HeatDemand,ElectricityPrice,Boilers,NetProductionCost
14/02/2023 12.00.00,14/02/2023 13.00.00,"7,08","970,99","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,696, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1021,673"
14/02/2023 13.00.00,14/02/2023 14.00.00,7,"934,12","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-922,124"
14/02/2023 13.00.00,14/02/2023 14.00.00,7,"934,12","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,68, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-922,124"
14/02/2023 14.00.00,14/02/2023 15.00.00,"6,64","945,44","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-952,688"
14/02/2023 14.00.00,14/02/2023 15.00.00,"6,64","945,44","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,608, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-952,688"
14/02/2023 15.00.00,14/02/2023 16.00.00,"7,09","985,59","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1061,093"
14/02/2023 15.00.00,14/02/2023 16.00.00,"7,09","985,59","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,698, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1061,093"
14/02/2023 16.00.00,14/02/2023 17.00.00,"7,07","1137,39","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1470,953"
14/02/2023 16.00.00,14/02/2023 17.00.00,"7,07","1137,39","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,694, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1470,953"
14/02/2023 17.00.00,14/02/2023 18.00.00,"7,03","1346,76","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2036,252"
14/02/2023 17.00.00,14/02/2023 18.00.00,"7,03","1346,76","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,686, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2036,252"
14/02/2023 18.00.00,14/02/2023 19.00.00,"6,53","1489,63","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2422,001"
14/02/2023 18.00.00,14/02/2023 19.00.00,"6,53","1489,63","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,586, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2422,001"
14/02/2023 19.00.00,14/02/2023 20.00.00,"6,38","1437,34","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-2280,818"
14/02/2023 19.00.00,14/02/2023 20.00.00,"6,38","1437,34","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,556, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-2280,818"
14/02/2023 20.00.00,14/02/2023 21.00.00,"6,51","1309,52","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1935,704"
14/02/2023 20.00.00,14/02/2023 21.00.00,"6,51","1309,52","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,582, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1935,704"
14/02/2023 21.00.00,14/02/2023 22.00.00,"6,34","1192,43","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1619,561"
14/02/2023 21.00.00,14/02/2023 22.00.00,"6,34","1192,43","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,548, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1619,561"
14/02/2023 22.00.00,14/02/2023 23.00.00,"6,41","1124,95","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1437,365"
14/02/2023 22.00.00,14/02/2023 23.00.00,"6,41","1124,95","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,562, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1437,365"
14/02/2023 23.00.00,15/02/2023 00.00.00,"6,35","1055,68","ID:72b13383-1838-40ee-abd5-bc754f598d55, Name:GM, Operation Point:1, Max Heat:3,6, Production Cost:1100
Max Electricity:2,7, Gas Consumption:1,9, CO2 Emission:640","-1250,336"
14/02/2023 23.00.00,15/02/2023 00.00.00,"6,35","1055,68","ID:618bbd4e-de8c-493d-a930-d4747d5e7c9a, Name:GB, Operation Point:0,55, Max Heat:5, Production Cost:500
Gas Consumption:1,1, CO2 Emission:0","-1250,336"
